code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag,mean_recycle_pct,extended_pop_size,number_of_jobs_mean,total_hectar
E09000004,bexley,2002-12-01,21101.0,6.976634010276431,23517.0,23.0,219123.0,150000.0,1300380.0,91908.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2002-12-01,21350.0,6.571248220882144,24071.0,8.0,269871.0,150000.0,1300380.0,102828.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2002-12-01,16635.0,6.917022642293644,21513.0,15.0,296668.0,150000.0,1300380.0,128974.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2002-12-01,27432.0,6.5892707185191295,34486.0,14.0,203972.0,150000.0,1300380.0,93884.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2002-12-01,22675.0,6.680737567254969,25815.0,13.0,335415.0,150000.0,1300380.0,141424.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2002-12-01,24542.0,6.9631043699763095,29470.0,15.0,309242.0,150000.0,1300380.0,120590.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2002-12-01,24654.0,6.878418894972096,26835.0,14.0,280745.0,150000.0,1300380.0,114131.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2002-12-01,21846.0,6.641067262426191,23853.0,7.0,221476.0,150000.0,1300380.0,95972.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2002-12-01,24582.0,6.940615921402709,32321.0,3.0,210961.0,150000.0,1300380.0,88557.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2002-12-01,28012.0,6.9951477109683875,37855.0,10.0,171989.0,150000.0,1300380.0,77287.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2002-12-01,21972.0,6.62358841731769,23632.0,5.0,224474.0,150000.0,1300380.0,94321.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2002-12-01,23176.0,6.750069981046807,26303.0,12.0,212336.0,150000.0,1300380.0,80963.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2002-12-01,16123.0,6.726697509661553,19520.0,5.0,225054.0,150000.0,1300380.0,94194.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2002-12-01,26159.0,6.902117699664409,30463.0,28.0,247063.0,150000.0,1300380.0,99328.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2002-12-01,24399.0,6.882466459990886,32582.0,20.0,216888.0,150000.0,1300380.0,86521.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2002-12-01,33497.0,6.507776393163821,54080.0,6.0,180118.0,150000.0,1300380.0,84255.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2002-12-01,26649.0,6.809671271165702,35481.0,9.0,163827.0,150000.0,1300380.0,83819.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2002-12-01,22575.0,6.60051738475549,29702.0,18.0,149642.0,150000.0,1300380.0,62621.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2002-12-01,24952.0,6.910812844020582,31630.0,10.0,273041.0,150000.0,1300380.0,121455.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2002-12-01,23254.0,6.741511661834334,25909.0,7.0,253662.0,150000.0,1300380.0,109435.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2002-12-01,22429.0,6.551008774543071,27052.0,15.0,190561.0,150000.0,1300380.0,80602.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2002-12-01,21420.0,6.518376816379092,24900.0,5.0,255282.0,150000.0,1300380.0,94609.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2002-12-01,22133.0,6.553487394570722,24512.0,13.0,244273.0,150000.0,1300380.0,94682.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2002-12-01,23311.0,6.91226223730156,30680.0,23.0,175441.0,150000.0,1300380.0,78676.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2002-12-01,28062.0,6.516991862691497,30906.0,4.0,256269.0,150000.0,1300380.0,107540.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2002-12-01,23311.0,6.946054824908892,25965.0,19.0,181265.0,150000.0,1300380.0,77734.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2002-12-01,31168.0,6.868504155899578,49998.0,3.0,207031.0,150000.0,1300380.0,82185.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2002-12-01,21799.0,6.836161468363678,23817.0,11.0,223776.0,150000.0,1300380.0,92409.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2002-12-01,23720.0,6.543090087577284,27665.0,10.0,274917.0,150000.0,1300380.0,121620.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2002-12-01,28879.0,6.685702632942064,43576.0,10.0,208100.0,150000.0,1300380.0,103124.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2003-12-01,41795.0,6.7015666902570725,64272.0,8.0,7115.0,150000.0,1300380.0,5126.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2003-12-01,25358.0,6.717933530953932,27792.0,5.0,166210.0,150000.0,1300380.0,68837.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2003-12-01,23828.0,6.5844865130572545,30518.0,16.0,321802.0,150000.0,1300380.0,131883.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2003-12-01,22247.0,6.56668104489669,24723.0,21.0,220016.0,150000.0,1300380.0,92223.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2003-12-01,23018.0,6.631315071425259,29790.0,10.0,268323.0,150000.0,1300380.0,103846.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2003-12-01,19042.0,6.7167644874843395,25474.0,20.0,297253.0,150000.0,1300380.0,129314.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2003-12-01,30002.0,6.540500652091979,38106.0,19.0,204254.0,150000.0,1300380.0,94460.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2003-12-01,22838.0,6.632411434247753,26920.0,14.0,335919.0,150000.0,1300380.0,141819.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2003-12-01,24349.0,6.804092206179587,30117.0,15.0,308108.0,150000.0,1300380.0,120922.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2003-12-01,22463.0,6.924629237787049,25595.0,16.0,281835.0,150000.0,1300380.0,115274.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2003-12-01,23600.0,6.823521680321807,26002.0,12.0,224303.0,150000.0,1300380.0,96746.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2003-12-01,25149.0,6.817644971413302,31035.0,6.0,212405.0,150000.0,1300380.0,90216.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2003-12-01,29831.0,6.760288623535166,35226.0,16.0,171510.0,150000.0,1300380.0,77609.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2003-12-01,22422.0,6.9316295355231,24551.0,9.0,225027.0,150000.0,1300380.0,95142.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2003-12-01,22796.0,6.9842806396391985,27980.0,16.0,213728.0,150000.0,1300380.0,81524.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2003-12-01,18250.0,6.919257427559201,21167.0,8.0,225248.0,150000.0,1300380.0,94553.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2003-12-01,26774.0,6.994162702651499,30875.0,34.0,248054.0,150000.0,1300380.0,99766.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2003-12-01,26019.0,6.953838723971555,33322.0,20.0,216498.0,150000.0,1300380.0,87433.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2003-12-01,33579.0,6.842159995028814,49632.0,7.0,180899.0,150000.0,1300380.0,85984.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2003-12-01,26213.0,6.829233881297768,35812.0,15.0,165268.0,150000.0,1300380.0,83965.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2003-12-01,23813.0,6.546639354227729,32569.0,19.0,149683.0,150000.0,1300380.0,62868.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2003-12-01,26034.0,6.756872199748801,32702.0,12.0,272195.0,150000.0,1300380.0,122013.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2003-12-01,22069.0,6.88080822794044,25320.0,8.0,251936.0,150000.0,1300380.0,109746.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2003-12-01,22959.0,6.5930132116215905,30607.0,15.0,189298.0,150000.0,1300380.0,80475.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2003-12-01,22792.0,6.589086035252974,26461.0,2.0,256224.0,150000.0,1300380.0,95491.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2003-12-01,23407.0,6.7558444304838945,26086.0,9.0,247412.0,150000.0,1300380.0,95500.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2003-12-01,25549.0,6.787794716675758,29463.0,24.0,177182.0,150000.0,1300380.0,78957.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2003-12-01,29307.0,6.90515755867794,32241.0,7.0,255242.0,150000.0,1300380.0,108467.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2003-12-01,24455.0,6.785284611524321,27147.0,25.0,181267.0,150000.0,1300380.0,77856.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2003-12-01,34281.0,6.703677008948121,55530.0,5.0,208651.0,150000.0,1300380.0,83659.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2003-12-01,22918.0,6.603513161999203,25374.0,12.0,224115.0,150000.0,1300380.0,92700.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2003-12-01,24299.0,6.854919486971042,29446.0,18.0,276828.0,150000.0,1300380.0,122821.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2003-12-01,29254.0,6.561481584534766,43694.0,11.0,211009.0,150000.0,1300380.0,104540.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2004-12-01,43347.0,6.645880383497853,66628.0,14.0,7118.0,150000.0,1300380.0,5263.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2004-12-01,26089.0,6.559040742022459,29088.0,14.0,165610.0,150000.0,1300380.0,68899.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2004-12-01,27977.79218303146,6.57714271417885,30795.0,20.0,323723.0,150000.0,1300380.0,132856.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2004-12-01,20946.0,6.92914093937288,24617.0,30.0,220917.0,150000.0,1300380.0,92950.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2004-12-01,23323.0,6.8117388837132005,25416.0,14.0,268335.0,150000.0,1300380.0,104454.0,1,25.35," 307,220 ","120,500","4,323"
